placekey,latitude,longitude,street_address,city,region,postal_code,phone_number,open_hours,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
226-222@5s9-x2j-bx5,43.061556,-89.505096,7066 Sligo Dr,Madison,WI,53717,16088202492,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-05:00,2021-08-01T00:00:00-05:00,132,100,"[5,3,2,0,1,5,7,3,7,3,6,7,5,6,5,9,5,5,3,4,4,4,5,4,2,3,1,4,5,4,5]",7408,10,"{""<5"":9,""5-10"":60,""11-20"":15,""21-60"":29,""61-120"":3,""121-240"":10,"">240"":6}","{""Kwik Trip"":17,""Culver's"":11,""McDonald's"":7,""Walmart"":5,""Target"":5,""BP"":5,""Walgreens"":5,""JCPenney"":5,""KFC"":4,""Denny's"":4,""Chick-fil-A"":4,""Burger King"":4,""Planet Fitness"":3,""T.J. Maxx"":3,""Johnson Fitness & Wellness"":3,""Starbucks"":3,""Hy-Vee"":3,""Jimmy John's"":2,""Casey's General Stores"":2,""maurices"":2}","{""Kwik Trip"":71,""McDonald's"":70,""Culver's"":65,""Target"":61,""Walmart"":51,""Walgreens"":44,""BP"":41,""Chick-fil-A"":34,""Subway"":34,""Mobil"":32,""Noodles & Company"":32,""Taco Bell"":31,""Pick 'n Save"":30,""Woodman's Market"":29,""Starbucks"":29,""Dunkin'"":27,""Sears Home Services"":23,""Costco"":23,""Dollar Tree"":22,""Wendy's"":21}","[1,1,1,1,1,2,2,3,7,3,7,17,26,12,18,21,17,21,23,17,9,12,3,3]","{""Monday"":14,""Tuesday"":15,""Wednesday"":21,""Thursday"":22,""Friday"":28,""Saturday"":19,""Sunday"":13}","{""android"":37,""ios"":60}"
zzw-22f@5z8-p2f-8vz,35.337709,-119.035165,2701 Ming Ave Spc 200,Bakersfield,CA,93304,,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [[""11:00"", ""19:00""]] }",,,,,,,,,,,,,
223-222@5yw-6gm-syv,39.53231,-119.865394,5144 Mae Anne Ave Ste A,Reno,NV,89523,17756246203,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-07:00,2021-08-01T00:00:00-07:00,247,212,"[6,6,11,3,6,13,9,5,4,7,13,4,13,10,5,15,10,15,5,9,12,12,4,6,8,2,4,8,6,8,8]",6841,13,"{""<5"":13,""5-10"":92,""11-20"":57,""21-60"":67,""61-120"":12,""121-240"":2,"">240"":4}","{""Walmart"":12,""7-Eleven"":7,""Starbucks"":6,""McDonald's"":5,""Taco Bell"":4,""GameStop"":4,""Chevron"":3,""Safeway Fuel Station"":3,""Safeway"":3,""Sinclair Oil"":3,""Dollar Tree"":3,""Target"":3,""Ross Stores"":3,""Dutch Bros Coffee"":3,""Raising Cane's"":3,""Carl's Jr."":3,""The Home Depot"":2,""Denny's"":2,""ARCO"":2,""Chili's Grill & Bar"":2}","{""Walmart"":61,""Starbucks"":58,""McDonald's"":52,""Chevron"":46,""7-Eleven"":45,""Taco Bell"":37,""Chick-fil-A"":31,""Target"":30,""Shell Oil"":30,""Costco"":28,""ARCO"":25,""The Home Depot"":24,""Jack in the Box"":24,""In-N-Out Burger"":24,""Chevron Extra Mile"":23,""Maverik"":22,""Port of Subs"":22,""CVS"":22,""Dollar Tree"":21,""Walgreens"":20}","[5,5,3,3,3,5,4,6,5,8,12,25,39,35,25,33,23,27,26,25,24,22,4,6]","{""Monday"":17,""Tuesday"":39,""Wednesday"":39,""Thursday"":34,""Friday"":37,""Saturday"":42,""Sunday"":39}","{""android"":93,""ios"":117}"
223-222@629-263-btv,41.990538,-72.584747,7 Hazard Ave Ste A,Enfield,CT,6082,18607410801,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,517,372,"[16,16,15,5,14,4,10,22,17,14,12,22,19,22,17,19,25,13,28,20,18,17,14,14,19,18,11,17,14,33,12]",16029,16,"{""<5"":21,""5-10"":169,""11-20"":113,""21-60"":124,""61-120"":20,""121-240"":37,"">240"":33}","{""Dunkin'"":12,""Ocean State Job Lot"":10,""Six Flags"":8,""McDonald's"":7,""CVS"":4,""Sears Home Services"":4,""Walmart"":3,""Starbucks"":3,""Sunoco"":3,""Cumberland Farms"":3,""Staples"":3,""Subway"":3,""Wendy's"":2,""Shell Oil"":2,""Planet Fitness"":2,""Taco Bell"":2,""Hampton"":2,""Stop & Shop"":2,""Costco"":2,""Red Roof Inn"":2}","{""Dunkin'"":65,""McDonald's"":55,""Ocean State Job Lot"":44,""CVS"":42,""Walmart"":39,""Subway"":33,""Mobil"":32,""Starbucks"":31,""Stop & Shop"":30,""Shell Oil"":30,""Cumberland Farms"":29,""Sunoco"":28,""Wendy's"":27,""Walgreens"":25,""Big Y Foods"":25,""Taco Bell"":24,""Dollar Tree"":22,""Target"":21,""The Home Depot"":21,""Burger King"":19}","[3,3,4,3,3,3,2,3,17,25,30,57,88,96,80,73,65,76,84,80,75,58,32,14]","{""Monday"":82,""Tuesday"":54,""Wednesday"":67,""Thursday"":86,""Friday"":99,""Saturday"":80,""Sunday"":49}","{""android"":106,""ios"":265}"
229-222@5z5-s85-xh5,32.841029,-116.981376,9828 Mission Gorge Rd Ste C,Santee,CA,92071,16196554784,"{ ""Mon"": [[""10:30"", ""22:00""]], ""Tue"": [[""10:30"", ""22:00""]], ""Wed"": [[""10:30"", ""22:00""]], ""Thu"": [[""10:30"", ""22:00""]], ""Fri"": [[""10:30"", ""22:00""]], ""Sat"": [[""10:30"", ""22:00""]], ""Sun"": [[""10:30"", ""22:00""]] }",2021-07-01T00:00:00-07:00,2021-08-01T00:00:00-07:00,397,296,"[21,10,10,6,14,20,10,18,10,9,17,18,10,13,14,19,14,9,12,8,16,12,15,12,12,9,10,10,13,13,13]",5422,21,"{""<5"":9,""5-10"":115,""11-20"":63,""21-60"":125,""61-120"":39,""121-240"":23,"">240"":23}","{""Oggi's"":8,""Target"":6,""T.J. Maxx"":6,""Starbucks"":6,""Chick-fil-A"":6,""McDonald's"":4,""Walmart"":3,""Jamba"":3,""Ross Stores"":3,""Jack in the Box"":3,""Costco Gasoline"":3,""Planet Fitness"":3,""Costco"":3,""7-Eleven"":2,""Taco Bell"":2,""Sonic"":2,""Chili's Grill & Bar"":2,""Goodwill Industries"":2,""PetSmart"":2,""Panda Express"":2}","{""Starbucks"":66,""Target"":59,""Walmart"":54,""7-Eleven"":50,""McDonald's"":49,""Jack in the Box"":46,""Costco"":42,""In-N-Out Burger"":39,""Chick-fil-A"":38,""Costco Gasoline"":38,""Westfield"":31,""Jamba"":30,""ARCO"":27,""Chevron"":27,""Shell Oil"":26,""Simon mall"":26,""Taco Bell"":26,""Ross Stores"":25,""The Home Depot"":24,""Mobil"":23}","[1,1,1,1,1,3,4,6,9,15,26,46,72,70,65,63,57,52,62,66,65,34,15,2]","{""Monday"":53,""Tuesday"":48,""Wednesday"":49,""Thursday"":78,""Friday"":67,""Saturday"":58,""Sunday"":44}","{""android"":90,""ios"":205}"
224-222@63r-6rx-nyv,39.149636,-76.909726,11811 W Market Pl Ste 3,Fulton,MD,20759,12406365950,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,136,120,"[3,3,6,3,3,14,3,6,2,3,1,5,5,7,2,4,8,3,5,4,4,3,4,6,7,2,6,2,2,7,3]",8465,12.5,"{""<5"":0,""5-10"":61,""11-20"":21,""21-60"":30,""61-120"":11,""121-240"":10,"">240"":3}","{""Target"":5,""Chick-fil-A"":5,""McDonald's"":4,""BP"":4,""Starbucks"":4,""Harris Teeter"":4,""Sunoco"":4,""High's"":3,""Exxon Mobil"":3,""7-Eleven"":2,""Giant Food"":2,""CVS"":2,""Dunkin'"":2,""Walmart"":1,""Trader Joe's"":1,""Simon mall"":1,""Tutti Frutti"":1,""Baskin Robbins"":1,""Popeyes Louisiana Kitchen"":1,""Royal Farms"":1}","{""McDonald's"":60,""Chick-fil-A"":58,""Exxon Mobil"":49,""Starbucks"":48,""Dunkin'"":43,""Target"":38,""Walmart"":33,""CVS"":33,""Subway"":33,""Royal Farms"":29,""Giant Food"":29,""Sunoco"":29,""Harris Teeter"":28,""Shell Oil"":28,""BP"":27,""7-Eleven"":26,""Simon mall"":23,""Costco"":23,""Popeyes Louisiana Kitchen"":21,""Taco Bell"":20}","[0,0,0,0,0,2,2,2,2,2,10,19,26,24,22,17,16,21,25,16,8,5,4,1]","{""Monday"":15,""Tuesday"":29,""Wednesday"":16,""Thursday"":16,""Friday"":20,""Saturday"":26,""Sunday"":14}","{""android"":48,""ios"":70}"
zzw-223@5vh-b4h-nkf,37.352114,-121.960194,2855 Stevens Creek Blvd Ste 2471,Santa Clara,CA,95050,14084184086,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""11:00"", ""19:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",2021-07-01T00:00:00-07:00,2021-08-01T00:00:00-07:00,12,8,"[1,1,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0]",25988,24,"{""<5"":1,""5-10"":0,""11-20"":5,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":5}","{""Costco Gasoline"":17,""Walgreens"":17,""Loop Neighborhood Market"":8,""Target"":8,""J.Crew"":8,""Simon mall"":8,""Me-N-Ed's Pizzeria"":8,""Pet Food Express"":8,""Jack in the Box"":8,""Mobil"":8,""Comfort Inn"":8,""SiteOne Landscape Supply"":8,""Motel 6"":8,""Residence Inn by Marriott"":8,""Wienerschnitzel"":8,""Cole Haan"":8,""Westfield"":8,""Valero Energy"":8,""CVS"":8,""Row House"":8}","{""Starbucks"":63,""Taco Bell"":50,""Jack in the Box"":50,""Costco"":50,""Shell Oil"":50,""Target"":38,""Walgreens"":38,""McDonald's"":38,""Walmart"":25,""Chevron"":25,""T.J. Maxx"":25,""Wienerschnitzel"":25,""Panda Express"":25,""Westfield"":25,""Valero Energy"":25,""CVS"":25,""Row House"":25,""IHOP"":13,""Sonic"":13,""Living Spaces"":13}","[0,0,0,0,0,0,0,4,4,4,5,5,5,6,6,5,1,0,1,1,0,2,0,0]","{""Monday"":3,""Tuesday"":2,""Wednesday"":0,""Thursday"":1,""Friday"":1,""Saturday"":2,""Sunday"":3}","{""android"":4,""ios"":4}"
226-222@63s-97t-vs5,39.600491,-75.804044,722 E Pulaski Hwy Ste 100,Elkton,MD,21921,14434062020,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,5,5,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5]",15808,10,"{""<5"":0,""5-10"":4,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":1,"">240"":0}","{""Wawa"":40,""Red Robin Gourmet Burgers"":40,""Royal Farms"":20,""McDonald's"":20,""Aspen Dental"":20,""Dollar Tree"":20}","{""Wawa"":100,""Walmart"":80,""Popeyes Louisiana Kitchen"":80,""Chick-fil-A"":80,""Burger King"":80,""McDonald's"":80,""Dunkin'"":80,""Dollar Tree"":80,""Taco Bell"":60,""7-Eleven"":60,""Starbucks"":60,""Wendy's"":60,""Red Robin Gourmet Burgers"":60,""Applebee's"":60,""Panda Express"":60,""Petco"":40,""Sonic"":40,""Carroll Independent Fuel"":40,""High's"":40,""PetSmart"":40}","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":0,""Saturday"":5,""Sunday"":0}","{""android"":0,""ios"":7}"
222-222@8ts-zcq-h89,33.281939,-111.788868,3757 S Gilbert Rd Ste 110,Gilbert,AZ,85297,14809638585,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-07:00,2021-08-01T00:00:00-07:00,121,99,"[3,4,3,2,4,9,7,3,2,3,3,8,1,2,4,3,6,5,2,6,2,5,2,4,2,4,4,1,5,3,9]",6636,16,"{""<5"":4,""5-10"":36,""11-20"":34,""21-60"":29,""61-120"":2,""121-240"":1,"">240"":15}","{""Target"":11,""F45 Training"":7,""McDonald's"":6,""Walmart"":5,""EoS Fitness"":5,""Starbucks"":5,""Circle K Gas"":4,""Mattress Firm"":4,""Shell Oil"":4,""Fry's Food & Drug Stores"":4,""Ross Stores"":3,""Sears Home Services"":3,""Walgreens"":3,""Menchie's"":3,""T.J. Maxx"":3,""PetSmart"":3,""Wingstop"":3,""Dutch Bros Coffee"":3,""Chick-fil-A"":3,""Panera Bread"":3}","{""Target"":66,""Walmart"":65,""Fry's Food & Drug Stores"":59,""Starbucks"":58,""McDonald's"":53,""Circle K Gas"":47,""Costco"":40,""Shell Oil"":34,""QuikTrip"":33,""The Home Depot"":31,""CVS"":31,""Subway"":31,""Chick-fil-A"":30,""Walgreens"":29,""In-N-Out Burger"":29,""Dollar Tree"":29,""Circle K"":27,""F45 Training"":26,""Taco Bell"":25,""Wendy's"":23}","[2,0,1,0,0,0,0,2,4,4,8,14,24,22,19,20,19,22,25,19,16,14,10,8]","{""Monday"":18,""Tuesday"":20,""Wednesday"":12,""Thursday"":20,""Friday"":14,""Saturday"":25,""Sunday"":12}","{""android"":65,""ios"":34}"
224-222@63r-tx9-jqf,38.652783,-77.286052,2457 Prince William Pkwy,Woodbridge,VA,22192,17034909746,"{ ""Mon"": [[""10:45"", ""23:00""]], ""Tue"": [[""10:45"", ""23:00""]], ""Wed"": [[""10:45"", ""23:00""]], ""Thu"": [[""10:45"", ""23:00""]], ""Fri"": [[""10:45"", ""23:00""]], ""Sat"": [[""10:45"", ""23:00""]], ""Sun"": [[""10:45"", ""23:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,618,524,"[9,12,18,3,18,31,25,22,19,20,16,15,18,13,22,23,27,23,16,14,18,22,31,28,24,18,20,17,25,24,27]",8714,14,"{""<5"":13,""5-10"":253,""11-20"":119,""21-60"":205,""61-120"":16,""121-240"":6,"">240"":6}","{""Street Corner"":13,""McDonald's"":11,""Chick-fil-A"":8,""Target"":6,""Wawa"":6,""Exxon Mobil"":5,""7-Eleven"":5,""Simon mall"":4,""Walmart"":4,""Sheetz"":4,""Samsonite"":4,""Starbucks"":4,""Panera Bread"":3,""Dunkin'"":3,""Wendy's"":3,""Mobil"":3,""Wegmans Food Markets"":3,""Shell Oil"":3,""IKEA"":3,""The Home Depot"":2}","{""McDonald's"":69,""Walmart"":57,""Chick-fil-A"":56,""Street Corner"":53,""7-Eleven"":49,""Target"":49,""Starbucks"":45,""Exxon Mobil"":45,""Shell Oil"":38,""Wawa"":36,""CVS"":34,""Subway"":31,""Sheetz"":28,""Simon mall"":27,""Dunkin'"":26,""Wendy's"":26,""Sunoco"":26,""Taco Bell"":24,""Dollar Tree"":23,""IHOP"":22}","[4,5,4,4,3,4,2,3,2,9,16,45,59,71,79,66,76,74,96,71,63,64,40,12]","{""Monday"":67,""Tuesday"":83,""Wednesday"":73,""Thursday"":100,""Friday"":109,""Saturday"":120,""Sunday"":66}","{""android"":181,""ios"":339}"
222-223@63d-ssk-rc5,40.900666,-80.829825,2203 E State St,Salem,OH,44460,12345644227,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,351,241,"[13,15,10,4,17,22,13,13,10,5,7,15,11,8,15,10,6,6,13,9,12,19,12,5,9,11,18,10,9,13,11]",9861,10,"{""<5"":17,""5-10"":166,""11-20"":45,""21-60"":58,""61-120"":17,""121-240"":16,"">240"":32}","{""True North Energy"":100,""Walmart"":15,""Dunkin'"":10,""GetGo"":7,""McDonald's"":7,""The Home Depot"":5,""Dollar General"":5,""Wendy's"":4,""Rite Aid"":4,""Dollar Tree"":4,""Arby's"":3,""Burger King"":3,""Marathon"":3,""Taco Bell"":3,""Speedway"":3,""Sheetz"":3,""Circle K Gas"":2,""Advance Auto Parts"":2,""BP"":2,""Circle K"":2}","{""True North Energy"":100,""Walmart"":80,""Dunkin'"":63,""McDonald's"":61,""Dollar General"":54,""GetGo"":46,""Wendy's"":46,""Taco Bell"":42,""BP"":37,""Marathon"":36,""Arby's"":35,""Dairy Queen"":35,""Sheetz"":33,""Burger King"":32,""Giant Eagle"":30,""Dollar Tree"":29,""Circle K Gas"":28,""Speedway"":28,""Circle K"":27,""Rite Aid"":26}","[3,4,3,5,3,7,17,23,27,34,40,57,76,60,53,43,35,42,45,35,31,26,15,9]","{""Monday"":56,""Tuesday"":60,""Wednesday"":43,""Thursday"":69,""Friday"":60,""Saturday"":37,""Sunday"":26}","{""android"":80,""ios"":161}"
227-222@5w9-hnv-hh5,43.624188,-116.353878,2126 N Eagle Rd Ste 100,Meridian,ID,83646,12082880595,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-06:00,2021-08-01T00:00:00-06:00,852,695,"[30,23,27,4,45,47,33,25,41,32,14,31,26,22,24,32,25,21,24,24,24,36,39,38,14,27,28,16,28,28,24]",9256,11,"{""<5"":17,""5-10"":396,""11-20"":161,""21-60"":232,""61-120"":27,""121-240"":11,"">240"":8}","{""Walmart"":10,""Chevron"":9,""Dutch Bros Coffee"":6,""Starbucks"":6,""McDonald's"":5,""Target"":5,""Chick-fil-A"":4,""Sonic"":3,""Stinker Stores"":3,""5.11 Tactical"":3,""Costco"":3,""Albertsons"":3,""Walgreens"":2,""Sierra"":2,""Maverik"":2,""Sinclair Oil"":2,""Shell Oil"":2,""Jacksons Food Stores"":2,""Chevron Extra Mile"":2,""Subway"":2}","{""Walmart"":65,""Chevron"":63,""McDonald's"":60,""Starbucks"":58,""Chick-fil-A"":42,""Shell Oil"":42,""Target"":41,""Dutch Bros Coffee"":41,""Sinclair Oil"":36,""Costco"":36,""Sonic"":34,""Albertsons"":33,""Subway"":33,""Walgreens"":29,""Maverik"":27,""Taco Bell"":27,""Jacksons Food Stores"":25,""Stinker Stores"":24,""Wendy's"":23,""WinCo Foods"":22}","[1,0,0,0,0,3,8,7,9,15,26,66,207,188,128,67,83,67,100,73,65,46,4,1]","{""Monday"":127,""Tuesday"":125,""Wednesday"":95,""Thursday"":143,""Friday"":163,""Saturday"":146,""Sunday"":53}","{""android"":265,""ios"":429}"
225-222@647-3nd-g49,35.697334,-78.584998,68 Eagle Wing Way,Garner,NC,27529,19196621439,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-04:00,2021-08-01T00:00:00-04:00,543,487,"[19,13,14,7,12,23,18,15,19,25,18,20,11,21,19,20,28,19,22,17,14,12,22,16,10,23,15,21,13,12,25]",16248,8,"{""<5"":35,""5-10"":317,""11-20"":66,""21-60"":85,""61-120"":19,""121-240"":10,"">240"":11}","{""McDonald's"":10,""Sheetz"":10,""Walmart"":8,""Chick-fil-A"":6,""Target"":5,""Speedway"":5,""Bojangles'"":4,""Kay Jewelers"":4,""Zaxby's"":4,""T.J. Maxx"":4,""Starbucks"":4,""Wendy's"":4,""BP"":3,""Park Plaza"":3,""Food Lion"":3,""Cabela's"":2,""CVS"":2,""Kohl's"":2,""Panera Bread"":2,""Best Buy"":2}","{""Walmart"":70,""McDonald's"":68,""Sheetz"":60,""Chick-fil-A"":55,""Bojangles'"":49,""Food Lion"":45,""Target"":44,""BP"":43,""Speedway"":38,""Wendy's"":35,""Exxon Mobil"":34,""Zaxby's"":33,""Walgreens"":32,""Starbucks"":32,""Park Plaza"":30,""CVS"":29,""Shell Oil"":29,""Dollar General"":27,""Taco Bell"":26,""Lowe's"":25}","[3,2,4,5,6,5,4,3,9,20,25,52,75,60,58,55,48,55,65,62,61,47,19,5]","{""Monday"":77,""Tuesday"":66,""Wednesday"":74,""Thursday"":78,""Friday"":86,""Saturday"":108,""Sunday"":54}","{""android"":193,""ios"":293}"
zzw-224@5z5-3ky-9xq,34.104611,-118.073874,5809 Rosemead Blvd,Temple City,CA,91780,16269403581,"{ ""Mon"": [[""10:30"", ""22:00""]], ""Tue"": [[""10:30"", ""22:00""]], ""Wed"": [[""10:30"", ""22:00""]], ""Thu"": [[""10:30"", ""22:00""]], ""Fri"": [[""10:30"", ""22:00""]], ""Sat"": [[""10:30"", ""22:00""]], ""Sun"": [[""10:30"", ""22:00""]] }",2021-07-01T00:00:00-07:00,2021-08-01T00:00:00-07:00,258,215,"[8,6,9,9,6,25,10,10,5,15,10,4,9,7,12,9,13,2,9,4,10,9,13,9,5,4,6,5,5,5,5]",3408,11.5,"{""<5"":8,""5-10"":116,""11-20"":43,""21-60"":79,""61-120"":10,""121-240"":2,"">240"":0}","{""Planet Fitness"":5,""Starbucks"":5,""McDonald's"":5,""Westfield"":4,""Target"":3,""Mobil"":3,""76"":3,""Costco"":3,""Subway"":3,""Ross Stores"":2,""7-Eleven"":2,""Ralphs"":2,""ARCO"":2,""In-N-Out Burger"":2,""DAISO"":2,""Shell Oil"":2,""Walmart"":2,""Costco Gasoline"":2,""CVS"":2,""Phoenix "":1}","{""McDonald's"":51,""Starbucks"":47,""Westfield"":45,""Target"":38,""In-N-Out Burger"":37,""Costco"":34,""CVS"":32,""ARCO"":24,""76"":24,""7-Eleven"":23,""Shell Oil"":23,""Ralphs"":23,""Subway"":21,""Chevron"":21,""Walmart"":20,""Jack in the Box"":19,""Hot Dog on a Stick"":18,""Planet Fitness"":17,""Mobil"":17,""Ross Stores"":17}","[0,0,0,0,0,0,0,0,0,0,6,28,39,43,29,28,16,33,41,39,26,6,1,1]","{""Monday"":23,""Tuesday"":44,""Wednesday"":32,""Thursday"":44,""Friday"":38,""Saturday"":51,""Sunday"":26}","{""android"":91,""ios"":123}"
zzw-224@8fc-rm4-66k,29.915883,-95.616443,13313 FM 1960 Rd W,Houston,TX,77065,12819552144,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }",2021-07-01T00:00:00-05:00,2021-08-01T00:00:00-05:00,376,295,"[11,9,9,4,14,23,14,21,13,16,13,18,12,15,12,9,9,7,14,14,6,19,16,10,4,5,10,10,16,14,9]",7286,10,"{""<5"":14,""5-10"":180,""11-20"":49,""21-60"":79,""61-120"":15,""121-240"":8,"">240"":31}","{""McDonald's"":7,""Shell Oil"":6,""Walmart"":6,""Chick-fil-A"":5,""Whataburger"":4,""CVS"":3,""Target"":3,""Starbucks"":3,""Chevron"":3,""Valero Energy"":3,""Academy Sports + Outdoors"":2,""Fitness Connection"":2,""Exxon Mobil"":2,""Kroger"":2,""Taco Bell"":2,""The Home Depot"":2,""LA Fitness"":2,""Jack in the Box"":2,""Timewise Food Store"":2,""Texas Roadhouse"":2}","{""Shell Oil"":62,""Walmart"":60,""McDonald's"":58,""Chick-fil-A"":54,""Whataburger"":53,""Starbucks"":42,""Exxon Mobil"":42,""H-E-B"":40,""Chevron"":38,""Sonic"":37,""Target"":36,""Kroger"":35,""Valero Energy"":35,""CVS"":33,""Jack in the Box"":30,""Walgreens"":30,""Subway"":27,""The Home Depot"":25,""Buc-ee's"":25,""Academy Sports + Outdoors"":24}","[2,2,1,1,2,4,6,8,19,38,36,61,103,83,67,52,44,31,41,32,34,27,5,2]","{""Monday"":51,""Tuesday"":59,""Wednesday"":45,""Thursday"":79,""Friday"":61,""Saturday"":53,""Sunday"":28}","{""android"":119,""ios"":175}"
